"215,535,22,435,365,311,29,256,air"
"235,570,20,441,378,322,29,282,air"
"253,603,23,446,383,331,31,274,air"
"274,633,23,452,394,337,35,282,air"
"299,655,23,462,402,345,38,289,air"
"318,677,22,471,406,350,41,287,air"
"334,691,22,477,418,357,44,300,air"
"349,713,23,492,427,362,48,305,air"
"375,732,14,488,429,366,42,323,air"
"382,746,23,497,450,370,56,320,air"
"394,759,22,503,438,375,62,327,air"
"404,775,22,513,442,380,67,335,air"
"414,784,23,520,443,383,88,345,air"
"422,797,23,524,446,394,75,355,air"
"433,809,24,543,452,397,81,363,air"
"436,821,24,531,448,397,80,371,air"
"445,828,24,553,453,400,89,381,air"
"454,830,22,558,459,404,96,390,air"
"455,847,22,561,463,408,94,398,air"
"458,856,24,574,466,431,95,406,air"
"461,860,22,574,472,417,102,415,air"
"466,870,23,585,474,417,102,422,air"
"471,872,26,588,490,420,110,430,air"
"473,882,24,593,483,419,112,439,air"
"475,884,22,602,484,425,116,447,air"
"483,889,23,601,486,415,121,455,air"
"477,897,22,605,489,426,127,460,air"
"481,898,24,613,488,428,125,469,air"
"485,906,24,613,499,431,131,475,air"
"489,903,24,613,499,433,135,481,air"
"488,905,22,621,498,426,136,487,air"
"490,909,18,622,504,439,154,493,air"
"492,907,20,628,506,436,140,498,air"
"491,916,24,629,511,438,144,507,air"
"491,916,25,633,511,438,150,504,air"
"498,923,23,635,509,435,151,516,air"
"499,918,21,638,519,438,153,515,air"
"496,919,26,639,515,438,155,519,air"
"498,947,24,641,520,437,158,526,air"
"501,927,22,642,520,437,161,527,air"
"499,922,24,646,521,440,161,529,air"
"492,928,42,645,523,441,165,537,air"
"497,925,25,647,523,437,167,536,air"
"498,928,27,650,520,439,170,537,air"
"499,925,26,652,526,438,171,528,air"
"499,927,26,653,528,438,187,541,air"
"491,934,25,666,527,444,176,543,air"
"497,931,25,654,533,436,179,546,air"
"491,933,26,656,528,437,172,545,air"
"495,932,27,657,530,438,188,548,air"
"495,928,25,661,527,436,178,550,air"
"494,924,26,660,531,437,180,552,air"
"492,925,27,658,531,436,185,553,air"
"494,935,26,659,542,435,189,554,air"
"493,928,25,659,531,441,190,553,air"
"491,928,28,662,532,430,196,554,air"
"488,928,26,661,532,438,194,556,air"
"496,928,24,665,532,433,193,556,air"
"488,936,24,662,531,434,210,558,air"
"490,928,27,662,533,429,199,558,air"
"489,927,28,663,532,446,199,559,air"
"486,924,27,666,531,432,201,560,air"
"490,929,28,661,531,431,201,559,air"
"499,929,27,663,536,432,200,559,air"
"488,928,27,661,541,431,201,559,air"
"482,923,29,662,531,431,203,573,air"
"482,934,27,662,530,431,210,559,air"
"479,924,27,667,531,430,204,560,air"
"482,925,28,657,528,429,204,561,air"
"483,928,28,663,528,430,204,560,air"
"478,948,28,663,529,430,207,559,air"
"495,925,27,669,537,429,206,566,air"
"473,920,28,662,525,428,207,557,air"
"473,927,27,661,528,426,210,562,air"
"474,921,27,662,527,426,207,558,air"
"474,924,36,661,528,430,209,584,air"
"476,924,23,663,539,426,211,564,air"
"471,925,27,661,525,427,210,558,air"
"471,923,27,661,525,427,209,560,air"
"472,919,28,662,526,426,209,559,air"
"466,919,27,659,523,426,208,557,air"
"469,923,29,661,524,426,209,571,air"
"467,920,28,658,524,425,209,559,air"
"467,924,28,661,523,416,210,558,air"
"466,921,29,652,524,424,225,558,air"
"464,921,38,661,521,426,210,556,air"
"467,924,28,660,523,422,216,555,air"
"469,921,29,659,526,425,210,556,air"
"465,915,27,661,517,422,211,564,air"
"465,919,29,659,520,421,210,557,air"
"463,923,28,659,521,422,211,556,air"
"462,914,28,658,521,425,211,556,air"
"466,920,28,668,521,423,210,557,air"
"463,918,55,658,526,424,213,551,air"
"460,921,28,659,523,421,210,553,air"
"481,920,24,658,518,426,210,555,air"
"460,920,28,657,514,422,208,552,air"
"464,918,33,656,512,418,208,553,air"
"460,917,28,655,513,422,211,550,air"
"462,920,28,655,517,421,209,550,air"
"459,915,52,654,514,419,232,549,air"
"453,919,27,655,511,419,208,547,air"
"454,919,29,653,510,418,207,542,air"
"456,916,28,653,518,416,210,546,air"
"453,913,27,661,508,416,206,544,air"
"453,909,30,651,506,416,206,542,air"
"453,907,28,648,498,415,205,542,air"
"451,913,28,648,493,413,204,540,air"
"448,912,27,648,498,412,204,536,air"
"445,909,27,644,500,413,217,537,air"
"445,904,27,645,497,406,190,533,air"
"443,904,29,643,490,410,201,536,air"
"441,903,29,638,497,408,200,531,air"
"440,902,28,640,494,407,205,526,air"
"437,895,27,639,494,406,198,527,air"
"437,894,25,635,489,404,196,529,air"
"436,892,27,636,487,398,196,522,air"
"439,894,28,621,486,403,195,519,air"
"435,891,26,631,484,400,189,518,air"
"427,889,27,631,484,399,192,513,air"
"428,890,27,630,481,399,193,515,air"
"426,885,26,628,481,402,191,511,air"
"422,882,26,626,479,396,190,513,air"
"423,877,25,624,476,394,188,509,air"
"421,875,27,625,477,394,190,505,air"
"422,877,21,634,473,393,187,504,air"
"420,870,27,623,475,390,187,501,air"
"415,867,41,618,471,392,184,499,air"
"413,869,27,616,469,391,183,503,air"
"412,865,26,614,470,390,182,497,air"
"411,861,28,613,469,387,188,494,air"
"409,862,26,613,464,409,179,491,air"
"408,856,27,610,462,387,186,489,air"
"404,857,28,610,462,385,178,488,air"
"405,853,28,606,460,383,178,480,air"
"399,864,26,606,458,385,179,481,air"
"401,849,29,607,458,382,172,479,air"
"401,849,26,603,457,383,177,477,air"
"397,846,26,600,454,380,171,473,air"
"401,845,27,600,447,381,174,474,air"
"394,837,27,599,452,378,172,470,air"
"397,836,27,596,449,376,171,472,air"
"393,841,27,595,449,376,170,468,air"
"391,835,26,593,449,375,170,465,air"
"389,831,37,593,446,380,168,494,air"
"391,827,27,590,445,371,174,461,air"
"389,828,28,587,444,369,166,460,air"
"386,823,25,589,442,375,166,455,air"
"388,821,29,585,442,388,191,452,air"
"383,818,28,583,439,369,166,461,air"
"385,815,26,583,439,368,164,453,air"
"383,815,28,582,435,368,161,449,air"
"381,812,28,578,438,367,161,451,air"
"380,813,27,579,434,366,165,445,air"
"378,801,28,574,433,372,159,441,air"
"378,824,28,573,431,364,185,436,air"
"375,801,27,571,430,364,159,441,air"
"374,803,27,571,428,362,154,440,air"
"375,796,28,568,423,364,157,437,air"
"370,801,27,560,426,361,154,432,air"
"372,795,28,566,423,359,155,436,air"
"370,792,27,563,425,361,155,430,air"
"368,790,27,562,422,359,158,434,air"
"368,788,67,560,421,359,153,426,air"
"367,785,31,559,421,360,153,420,air"
"366,772,28,561,420,378,152,422,air"
"367,780,27,556,418,357,147,410,air"
"364,780,27,557,419,362,150,423,air"
"363,781,28,554,416,355,156,417,air"
"361,773,29,554,416,355,148,415,air"
"363,769,27,552,413,379,147,415,air"
"361,771,27,550,415,354,147,410,air"
"358,770,25,547,413,353,148,406,air"
"358,764,26,546,411,351,146,409,air"
"363,763,28,545,406,351,140,408,air"
"376,759,27,542,409,351,147,406,air"
"370,760,28,543,408,350,133,404,air"
"355,758,29,541,407,349,140,405,air"
"357,749,27,540,407,350,143,400,air"
"354,754,28,538,404,353,141,394,air"
"356,752,26,537,405,349,142,396,air"
"353,754,27,535,404,348,142,396,air"
"345,747,27,533,402,347,140,395,air"
"349,745,27,537,402,349,140,393,air"
"351,746,28,531,401,346,140,393,air"
"349,740,37,532,403,346,139,390,air"
"351,739,27,529,401,345,139,401,air"
"346,736,27,527,399,344,137,387,air"
"348,735,32,527,413,344,135,406,air"
"345,725,27,525,399,346,139,388,air"
"345,737,27,526,396,360,136,384,air"
"343,739,27,522,396,341,137,382,air"
"344,731,26,521,394,342,134,381,air"
"342,728,28,519,394,344,135,380,air"
"341,725,27,519,405,342,134,376,air"
"341,724,27,517,393,342,133,379,air"
"345,725,27,517,392,342,135,374,air"
"343,725,28,521,390,340,133,373,air"
"340,722,26,515,394,339,132,374,air"
"340,721,26,513,390,349,132,369,air"
"341,717,28,511,391,340,132,365,air"
